shuffle	jackknife	query	pid	spec	called_spec	method	call_made	call	snn	methshuf
jk6	k3_as_query	Q70JZ9_A1_tyr	98.66	tyr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k3_as_query	Q70JZ9_A1_tyr	98.66	tyr	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	AEF33078-1_1540_mod2_33p-l-ala	59.88	33p-l-ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	AEF33078-1_1540_mod2_33p-l-ala	59.88	33p-l-ala	boh-phe	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	AGZ15458-1_2022_mod2_noh-d-ala|oh-d-ala	100.00	noh-d-ala|oh-d-ala	no_confident_result	prediCAT	N	N	0.8629633613527045	prediCAT_jk6
jk6	k7_as_query	AGZ15458-1_2022_mod2_noh-d-ala|oh-d-ala	100.00	noh-d-ala|oh-d-ala	noh-ala	forced_prediCAT	Y	N	0.8629633613527045	forced_prediCAT_jk6
jk6	k7_as_query	Q70KJ6_A3-6-_leu	98.25	leu	leu	prediCAT	Y	Y	1.690933060955368	prediCAT_jk6
jk6	k7_as_query	Q70KJ6_A3-6-_leu	98.25	leu	leu	forced_prediCAT	Y	Y	1.690933060955368	forced_prediCAT_jk6
jk6	k7_as_query	AEI70245-1_445_mod1_ala	60.25	ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	AEI70245-1_445_mod1_ala	60.25	ala	gly	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0001019_AHB82071-1_2004_mod2_trp	49.89	trp	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0001019_AHB82071-1_2004_mod2_trp	49.89	trp	tyr	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	CCA29202-1_393_mod1_gly	46.15	gly	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	CCA29202-1_393_mod1_gly	46.15	gly	d-ala	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0001036_AGZ15460-1_476_mod1_noh-val	77.43	noh-val	no_confident_result	prediCAT	N	N	0.26915607732135094	prediCAT_jk6
jk6	k7_as_query	BGC0001036_AGZ15460-1_476_mod1_noh-val	77.43	noh-val	noh-ala	forced_prediCAT	Y	N	0.26915607732135094	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000456_BAO73252-1_4122_mod3_pro	56.02	pro	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0000456_BAO73252-1_4122_mod3_pro	56.02	pro	ala	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000314_WP_010369428-1_544_mod1_val	100.00	val	no_confident_result	prediCAT	N	N	1.606769088122115	prediCAT_jk6
jk6	k7_as_query	BGC0000314_WP_010369428-1_544_mod1_val	100.00	val	no_confident_result	forced_prediCAT	N	N	1.606769088122115	forced_prediCAT_jk6
jk6	k7_as_query	Q8KLL4v1_A1_dpg	100.00	dpg	dpg	prediCAT	Y	Y	2.6077348834558514	prediCAT_jk6
jk6	k7_as_query	Q8KLL4v1_A1_dpg	100.00	dpg	dpg	forced_prediCAT	Y	Y	2.6077348834558514	forced_prediCAT_jk6
jk6	k7_as_query	AFZ61526-1_2645_mod3_ile	71.73	ile	ile	prediCAT	Y	Y	0.20206673429591807	prediCAT_jk6
jk6	k7_as_query	AFZ61526-1_2645_mod3_ile	71.73	ile	ile	forced_prediCAT	Y	Y	0.20206673429591807	forced_prediCAT_jk6
jk6	k7_as_query	Q70JZ9_A2_asn	97.33	asn	no_confident_result	prediCAT	N	N	1.8617777174554764	prediCAT_jk6
jk6	k7_as_query	Q70JZ9_A2_asn	97.33	asn	asn	forced_prediCAT	Y	Y	1.8617777174554764	forced_prediCAT_jk6
jk6	k7_as_query	AEA30273-1_3652_mod4_d-trp	58.13	d-trp	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	AEA30273-1_3652_mod4_d-trp	58.13	d-trp	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q939Z0_A1-4-_hpg|hpg2cl	86.51	hpg|hpg2cl	no_confident_result	prediCAT	N	N	3.7738102658756616	prediCAT_jk6
jk6	k7_as_query	Q939Z0_A1-4-_hpg|hpg2cl	86.51	hpg|hpg2cl	hpg|hpg2cl	forced_prediCAT	Y	Y	3.7738102658756616	forced_prediCAT_jk6
jk6	k7_as_query	O05819_A1_lys	100.00	lys	lys	prediCAT	Y	Y	0.7713341547692645	prediCAT_jk6
jk6	k7_as_query	O05819_A1_lys	100.00	lys	lys	forced_prediCAT	Y	Y	0.7713341547692645	forced_prediCAT_jk6
jk6	k7_as_query	AGC65513-1_491_mod1_phe|tyr	33.06	phe|tyr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	AGC65513-1_491_mod1_phe|tyr	33.06	phe|tyr	tyr	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	AHZ34233-1_483_mod1_leu	94.98	leu	leu	prediCAT	Y	Y	1.2881243462676826	prediCAT_jk6
jk6	k7_as_query	AHZ34233-1_483_mod1_leu	94.98	leu	leu	forced_prediCAT	Y	Y	1.2881243462676826	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000464_CDG17980-1_3751_mod4_leu	62.08	leu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0000464_CDG17980-1_3751_mod4_leu	62.08	leu	ile	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q65NK5_A2_leu	85.08	leu	leu	prediCAT	Y	Y	0.707122666277129	prediCAT_jk6
jk6	k7_as_query	Q65NK5_A2_leu	85.08	leu	leu	forced_prediCAT	Y	Y	0.707122666277129	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000400_AGM16412-1_1974_mod2_val	100.00	val	val	prediCAT	Y	Y	3.4169302641904578	prediCAT_jk6
jk6	k7_as_query	BGC0000400_AGM16412-1_1974_mod2_val	100.00	val	val	forced_prediCAT	Y	Y	3.4169302641904578	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000449_AHF21229-1_280_mod1_val	100.00	val	val	prediCAT	Y	Y	0.9999791690476117	prediCAT_jk6
jk6	k7_as_query	BGC0000449_AHF21229-1_280_mod1_val	100.00	val	val	forced_prediCAT	Y	Y	0.9999791690476117	forced_prediCAT_jk6
jk6	k7_as_query	AEU11003-1_1620_mod2_phe	73.90	phe	no_confident_result	prediCAT	N	N	0.1111243599233406	prediCAT_jk6
jk6	k7_as_query	AEU11003-1_1620_mod2_phe	73.90	phe	tyr	forced_prediCAT	Y	N	0.1111243599233406	forced_prediCAT_jk6
jk6	k7_as_query	Q6YK39_A1_ser	99.07	ser	ser	prediCAT	Y	Y	1.3734059377816341	prediCAT_jk6
jk6	k7_as_query	Q6YK39_A1_ser	99.07	ser	ser	forced_prediCAT	Y	Y	1.3734059377816341	forced_prediCAT_jk6
jk6	k7_as_query	Q9FB27_A1_asn	42.75	asn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q9FB27_A1_asn	42.75	asn	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0001125_AIW82284-1_2452_mod3_ala	62.92	ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0001125_AIW82284-1_2452_mod3_ala	62.92	ala	ala	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q45563_A1-10-_ile	80.76	ile	no_confident_result	prediCAT	N	N	0.49396663306743005	prediCAT_jk6
jk6	k7_as_query	Q45563_A1-10-_ile	80.76	ile	ile	forced_prediCAT	Y	Y	0.49396663306743005	forced_prediCAT_jk6
jk6	k7_as_query	Q8NJX1_A16_abu|iva	58.03	abu|iva	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q8NJX1_A16_abu|iva	58.03	abu|iva	abu|iva	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	CBG75492_240_mod1_nme-fhorn	100.00	nme-fhorn	no_confident_result	prediCAT	N	N	0.8802225622399691	prediCAT_jk6
jk6	k7_as_query	CBG75492_240_mod1_nme-fhorn	100.00	nme-fhorn	fhorn	forced_prediCAT	Y	N	0.8802225622399691	forced_prediCAT_jk6
jk6	k7_as_query	NP_216896-3_457_mod1_lys	100.00	lys	lys	prediCAT	Y	Y	0.9065131069977665	prediCAT_jk6
jk6	k7_as_query	NP_216896-3_457_mod1_lys	100.00	lys	lys	forced_prediCAT	Y	Y	0.9065131069977665	forced_prediCAT_jk6
jk6	k7_as_query	Q09164_A7_gly|sar	59.24	gly|sar	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q09164_A7_gly|sar	59.24	gly|sar	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	O30981_A1-5-_glu	97.01	glu	glu	prediCAT	Y	Y	2.163072093990903	prediCAT_jk6
jk6	k7_as_query	O30981_A1-5-_glu	97.01	glu	glu	forced_prediCAT	Y	Y	2.163072093990903	forced_prediCAT_jk6
jk6	k7_as_query	O87314_A2_thr	56.05	thr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	O87314_A2_thr	56.05	thr	athr	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q84BQ4_A1-7-_leu	74.01	leu	no_confident_result	prediCAT	N	N	0.7943900144659516	prediCAT_jk6
jk6	k7_as_query	Q84BQ4_A1-7-_leu	74.01	leu	leu	forced_prediCAT	Y	Y	0.7943900144659516	forced_prediCAT_jk6
jk6	k7_as_query	Q8GAQ3_A1-3-_phe	60.00	phe	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q8GAQ3_A1-3-_phe	60.00	phe	tyr	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q9RLP6_A1_phe	100.00	phe	no_confident_result	prediCAT	N	N	0.9444784677369573	prediCAT_jk6
jk6	k7_as_query	Q9RLP6_A1_phe	100.00	phe	phe	forced_prediCAT	Y	Y	0.9444784677369573	forced_prediCAT_jk6
jk6	k7_as_query	Q70P97_A1_cys	88.35	cys	cys	prediCAT	Y	Y	0.764177426887198	prediCAT_jk6
jk6	k7_as_query	Q70P97_A1_cys	88.35	cys	cys	forced_prediCAT	Y	Y	0.764177426887198	forced_prediCAT_jk6
jk6	k7_as_query	AEC14347-1_567_mod1_phe	48.43	phe	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	AEC14347-1_567_mod1_phe	48.43	phe	phe	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000449_AHF21228-1_9291_mod7_dab	100.00	dab	dab	prediCAT	Y	Y	2.725734337315688	prediCAT_jk6
jk6	k7_as_query	BGC0000449_AHF21228-1_9291_mod7_dab	100.00	dab	dab	forced_prediCAT	Y	Y	2.725734337315688	forced_prediCAT_jk6
jk6	k7_as_query	BGC0001133_XBJ1_0775_3649_mod4_leu	96.76	leu	no_confident_result	prediCAT	N	N	1.6498025034310382	prediCAT_jk6
jk6	k7_as_query	BGC0001133_XBJ1_0775_3649_mod4_leu	96.76	leu	leu	forced_prediCAT	Y	Y	1.6498025034310382	forced_prediCAT_jk6
jk6	k7_as_query	AEA30274-1_484_mod1_aoh-gly	64.39	aoh-gly	no_confident_result	prediCAT	N	N	0.040445775816053776	prediCAT_jk6
jk6	k7_as_query	AEA30274-1_484_mod1_aoh-gly	64.39	aoh-gly	gly	forced_prediCAT	Y	N	0.040445775816053776	forced_prediCAT_jk6
jk6	k7_as_query	P45745_A2-3-_athr|thr	72.08	athr|thr	thr	prediCAT	Y	Y	0.28920964799375337	prediCAT_jk6
jk6	k7_as_query	P45745_A2-3-_athr|thr	72.08	athr|thr	thr	forced_prediCAT	Y	Y	0.28920964799375337	forced_prediCAT_jk6
jk6	k7_as_query	P68876_A1_ala	99.15	ala	ala	prediCAT	Y	Y	0.6581712248061187	prediCAT_jk6
jk6	k7_as_query	P68876_A1_ala	99.15	ala	ala	forced_prediCAT	Y	Y	0.6581712248061187	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000382_AIT38302-1_845_mod1_leu	35.58	leu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0000382_AIT38302-1_845_mod1_leu	35.58	leu	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000400_AGM16412-1_4054_mod4_orn	100.00	orn	orn	prediCAT	Y	Y	3.129930337620851	prediCAT_jk6
jk6	k7_as_query	BGC0000400_AGM16412-1_4054_mod4_orn	100.00	orn	orn	forced_prediCAT	Y	Y	3.129930337620851	forced_prediCAT_jk6
jk6	k7_as_query	Q5DIS7_A2_dab	59.92	dab	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q5DIS7_A2_dab	59.92	dab	dab	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q8RTG4_A1_arg	79.26	arg	no_confident_result	prediCAT	N	N	0.818516305437179	prediCAT_jk6
jk6	k7_as_query	Q8RTG4_A1_arg	79.26	arg	arg	forced_prediCAT	Y	Y	0.818516305437179	forced_prediCAT_jk6
jk6	k7_as_query	Q9FB18_A1_b-ala	40.99	b-ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q9FB18_A1_b-ala	40.99	b-ala	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q6VT95_A1-5-_gly	52.60	gly	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q6VT95_A1-5-_gly	52.60	gly	gly	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q09164_A8_leu	58.82	leu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q09164_A8_leu	58.82	leu	leu	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	O52819_A3_asn	86.76	asn	no_confident_result	prediCAT	N	N	0.5965088211888944	prediCAT_jk6
jk6	k7_as_query	O52819_A3_asn	86.76	asn	asn	forced_prediCAT	Y	Y	0.5965088211888944	forced_prediCAT_jk6
jk6	k7_as_query	BGC0001125_AIW82277-1_525_mod1_asn	81.67	asn	no_confident_result	prediCAT	N	N	0.4290348409251543	prediCAT_jk6
jk6	k7_as_query	BGC0001125_AIW82277-1_525_mod1_asn	81.67	asn	asn|gln	forced_prediCAT	Y	Y	0.4290348409251543	forced_prediCAT_jk6
jk6	k7_as_query	Q8KLL5_A2_hpg|hpg2cl	100.00	hpg|hpg2cl	no_confident_result	prediCAT	N	N	3.451732482989337	prediCAT_jk6
jk6	k7_as_query	Q8KLL5_A2_hpg|hpg2cl	100.00	hpg|hpg2cl	hpg|hpg2cl	forced_prediCAT	Y	Y	3.451732482989337	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000425_AFH75321-1_3778_mod4_d-leu	96.87	d-leu	d-gln	prediCAT	Y	N	1.2854309163493594	prediCAT_jk6
jk6	k7_as_query	BGC0000425_AFH75321-1_3778_mod4_d-leu	96.87	d-leu	d-gln	forced_prediCAT	Y	N	1.2854309163493594	forced_prediCAT_jk6
jk6	k7_as_query	Q9FDB0_A1_thr	35.49	thr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q9FDB0_A1_thr	35.49	thr	trp	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	AEU11003-1_555_mod1_pro	88.14	pro	no_confident_result	prediCAT	N	N	1.2323094504777994	prediCAT_jk6
jk6	k7_as_query	AEU11003-1_555_mod1_pro	88.14	pro	pro	forced_prediCAT	Y	Y	1.2323094504777994	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000464_CDG17980-1_525_mod1_pro	95.69	pro	no_confident_result	prediCAT	N	N	0.7030424245969675	prediCAT_jk6
jk6	k7_as_query	BGC0000464_CDG17980-1_525_mod1_pro	95.69	pro	pro	forced_prediCAT	Y	Y	0.7030424245969675	forced_prediCAT_jk6
jk6	k7_as_query	Q8NJX1_A7_abu|iva	57.63	abu|iva	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q8NJX1_A7_abu|iva	57.63	abu|iva	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	AGZ15460-1_476_mod1_noh-val	77.43	noh-val	no_confident_result	prediCAT	N	N	0.26915607732135094	prediCAT_jk6
jk6	k7_as_query	AGZ15460-1_476_mod1_noh-val	77.43	noh-val	noh-ala	forced_prediCAT	Y	N	0.26915607732135094	forced_prediCAT_jk6
jk6	k7_as_query	P19787_A2_cys	99.81	cys	cys	prediCAT	Y	Y	1.260011674631247	prediCAT_jk6
jk6	k7_as_query	P19787_A2_cys	99.81	cys	cys	forced_prediCAT	Y	Y	1.260011674631247	forced_prediCAT_jk6
jk6	k7_as_query	P94873_A3_val	54.10	val	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	P94873_A3_val	54.10	val	val	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	AHH53506-1_4093_mod4_thr	100.00	thr	thr	prediCAT	Y	Y	0.8574673251766696	prediCAT_jk6
jk6	k7_as_query	AHH53506-1_4093_mod4_thr	100.00	thr	thr	forced_prediCAT	Y	Y	0.8574673251766696	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000335_AID65224-1_469_mod1_asn	42.53	asn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0000335_AID65224-1_469_mod1_asn	42.53	asn	asn	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000431_EFE73312-1_441_mod1_thr	100.00	thr	asp	prediCAT	Y	N	0.8789626493458359	prediCAT_jk6
jk6	k7_as_query	BGC0000431_EFE73312-1_441_mod1_thr	100.00	thr	asp	forced_prediCAT	Y	N	0.8789626493458359	forced_prediCAT_jk6
jk6	k7_as_query	Q45295_A1_gln	98.47	gln	no_confident_result	prediCAT	N	N	1.3994631043290977	prediCAT_jk6
jk6	k7_as_query	Q45295_A1_gln	98.47	gln	gln	forced_prediCAT	Y	Y	1.3994631043290977	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000371_BAH33409-1_494_mod1_arg	48.86	arg	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0000371_BAH33409-1_494_mod1_arg	48.86	arg	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	AHZ34233-1_1522_mod2_gln	77.19	gln	no_confident_result	prediCAT	N	N	0.4047356529543328	prediCAT_jk6
jk6	k7_as_query	AHZ34233-1_1522_mod2_gln	77.19	gln	gln	forced_prediCAT	Y	Y	0.4047356529543328	forced_prediCAT_jk6
jk6	k7_as_query	O94205_A1_ala	38.10	ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	O94205_A1_ala	38.10	ala	phe	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	P29698_A1-2-_ser	99.04	ser	ser	prediCAT	Y	Y	0.7955159557747947	prediCAT_jk6
jk6	k7_as_query	P29698_A1-2-_ser	99.04	ser	ser	forced_prediCAT	Y	Y	0.7955159557747947	forced_prediCAT_jk6
jk6	k7_as_query	Q84BQ4_A5-11-_asp	89.50	asp	no_confident_result	prediCAT	N	N	1.0909081103020482	prediCAT_jk6
jk6	k7_as_query	Q84BQ4_A5-11-_asp	89.50	asp	asp	forced_prediCAT	Y	Y	1.0909081103020482	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000974_AIR74925-1_516_mod1_gly	97.48	gly	gly	prediCAT	Y	Y	0.7916918546067879	prediCAT_jk6
jk6	k7_as_query	BGC0000974_AIR74925-1_516_mod1_gly	97.48	gly	gly	forced_prediCAT	Y	Y	0.7916918546067879	forced_prediCAT_jk6
jk6	k7_as_query	AGC65516-1_1081_mod1_val	47.33	val	val	prediCAT	Y	Y	0.0	prediCAT_jk6
jk6	k7_as_query	AGC65516-1_1081_mod1_val	47.33	val	val	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q884E4_A2_ser	89.41	ser	ser	prediCAT	Y	Y	0.6679965784176591	prediCAT_jk6
jk6	k7_as_query	Q884E4_A2_ser	89.41	ser	ser	forced_prediCAT	Y	Y	0.6679965784176591	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000369_AHZ20774-1_477_mod1_thr	100.00	thr	thr	prediCAT	Y	Y	0.8935966638150609	prediCAT_jk6
jk6	k7_as_query	BGC0000369_AHZ20774-1_477_mod1_thr	100.00	thr	thr	forced_prediCAT	Y	Y	0.8935966638150609	forced_prediCAT_jk6
jk6	k7_as_query	Q09164_A2_leu	62.55	leu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q09164_A2_leu	62.55	leu	leu	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	O52820_A3-6-_bht|tyr	91.57	bht|tyr	bht	prediCAT	Y	Y	2.0629160447131905	prediCAT_jk6
jk6	k7_as_query	O52820_A3-6-_bht|tyr	91.57	bht|tyr	bht	forced_prediCAT	Y	Y	2.0629160447131905	forced_prediCAT_jk6
jk6	k7_as_query	Q5J1Q7_A1_hpg|hpg2cl	43.91	hpg|hpg2cl	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q5J1Q7_A1_hpg|hpg2cl	43.91	hpg|hpg2cl	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000335_AID65222-1_2687_mod1_asn	40.55	asn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0000335_AID65222-1_2687_mod1_asn	40.55	asn	asn	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q5DIP4_A3-6-_ser	96.93	ser	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q5DIP4_A3-6-_ser	96.93	ser	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q5J1Q7_A3_hpg|hpg2cl	41.95	hpg|hpg2cl	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q5J1Q7_A3_hpg|hpg2cl	41.95	hpg|hpg2cl	ser	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000426_AGZ03651-1_1997_mod2_trp	64.61	trp	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0000426_AGZ03651-1_1997_mod2_trp	64.61	trp	tyr	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	O30980_A3-9-_tyr	77.73	tyr	tyr	prediCAT	Y	Y	0.37415387152334817	prediCAT_jk6
jk6	k7_as_query	O30980_A3-9-_tyr	77.73	tyr	tyr	forced_prediCAT	Y	Y	0.37415387152334817	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000463_AGM14925-1_482_mod1_leu	67.79	leu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0000463_AGM14925-1_482_mod1_leu	67.79	leu	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000449_AHF21229-1_1387_mod2_ile	62.24	ile	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	BGC0000449_AHF21229-1_1387_mod2_ile	62.24	ile	ile	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q9L8H4_A2-5-_gly	55.48	gly	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q9L8H4_A2-5-_gly	55.48	gly	gly	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk6
jk6	k7_as_query	O87606_A2_orn	75.19	orn	orn	prediCAT	Y	Y	0.3673113960859783	prediCAT_jk6
jk6	k7_as_query	O87606_A2_orn	75.19	orn	orn	forced_prediCAT	Y	Y	0.3673113960859783	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000431_EFE73313-1_484_mod1_ser	100.00	ser	ser	prediCAT	Y	Y	2.4485459278763284	prediCAT_jk6
jk6	k7_as_query	BGC0000431_EFE73313-1_484_mod1_ser	100.00	ser	ser	forced_prediCAT	Y	Y	2.4485459278763284	forced_prediCAT_jk6
jk6	k7_as_query	AHF21229-1_1387_mod3_ala	62.24	ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	AHF21229-1_1387_mod3_ala	62.24	ala	ile	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k7_as_query	Q70AZ8_A1-3-_dpg	82.80	dpg	dpg	prediCAT	Y	Y	2.5648244293776545	prediCAT_jk6
jk6	k7_as_query	Q70AZ8_A1-3-_dpg	82.80	dpg	dpg	forced_prediCAT	Y	Y	2.5648244293776545	forced_prediCAT_jk6
jk6	k7_as_query	Q83VS0_A3-13-_ala	94.12	ala	no_confident_result	prediCAT	N	N	4.79939980583119	prediCAT_jk6
jk6	k7_as_query	Q83VS0_A3-13-_ala	94.12	ala	ala	forced_prediCAT	Y	Y	4.79939980583119	forced_prediCAT_jk6
jk6	k7_as_query	Q93N89_A1-1-_hpg|hpg2cl	100.00	hpg|hpg2cl	hpg|hpg2cl	prediCAT	Y	Y	3.2899846690469436	prediCAT_jk6
jk6	k7_as_query	Q93N89_A1-1-_hpg|hpg2cl	100.00	hpg|hpg2cl	hpg|hpg2cl	forced_prediCAT	Y	Y	3.2899846690469436	forced_prediCAT_jk6
jk6	k7_as_query	O30980_A3_tyr	77.73	tyr	tyr	prediCAT	Y	Y	0.3763232687974979	prediCAT_jk6
jk6	k7_as_query	O30980_A3_tyr	77.73	tyr	tyr	forced_prediCAT	Y	Y	0.3763232687974979	forced_prediCAT_jk6
jk6	k7_as_query	BGC0000439_AHH53507-1_4147_mod4_asp	100.00	asp	asp	prediCAT	Y	Y	0.9674213909032903	prediCAT_jk6
jk6	k7_as_query	BGC0000439_AHH53507-1_4147_mod4_asp	100.00	asp	asp	forced_prediCAT	Y	Y	0.9674213909032903	forced_prediCAT_jk6
jk6	k7_as_query	Q5ZPB0_A1_pip	48.33	pip	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk6
jk6	k7_as_query	Q5ZPB0_A1_pip	48.33	pip	pro	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk6
jk6	k1_as_query	Q70JZ9_A4_glu	98.88	glu	no_confident_result	prediCAT	N	N	0.7317998522351541	prediCAT_jk6
jk6	k1_as_query	Q70JZ9_A4_glu	98.88	glu	glu	forced_prediCAT	Y	Y	0.7317998522351541	forced_prediCAT_jk6
